NOMBRE,CATEGORIA_TIPOLOGIA,DOMICILIO,LATITUD,LONGITUD
OPTICA VENTUS,Óptica,LASSERRE 450,-53.7851601,-67.69698760000001
OPTICAS DEL SUR,Óptica,Calle Leonardo Rosales 588,-53.7850574,-67.70021759999997
CONSULTORIO ODONTOLOGICO LLIPIHUAL NURIA,Con atención médica diaria y con especialidades y/o otras profesiones,ALBERDI 981,-53.7848519,-67.7098848
CONSULTORIO ODONTOLOGICO SOLER SANDRA,Con atención médica diaria y con especialidades y/o otras profesiones,ALBERDI 981,-53.7848519,-67.7098848
OPTICA VISIONLAB,Óptica,Avenida Manuel Belgrano 585,-53.784843,-67.70001500000001
CONSULTORIO MEDICO PERSONAL GIM,Con atención médica diaria y con especialidades y/o otras profesiones,PERITO MORENO 859,-53.7848286,-67.70693740000002
SERVICIO DE TRASLADOS SANITARIOS Y/OATENCION DE EMERGENCIA MEDICO ASISTENCIALES MEDICAL SUR,Sistema de Atención extra hospitalaria,PIEDRABUENA 651,-53.7846833,-67.70249319999999
CENTRO MEDICO MEDICAL SUR,Con atención médica diaria y con especialidades y/o otras profesiones,PIEDRABUENA 641,-53.78468002510439,-67.70238876342773
CENTRO DE REHABILITACION DE ADICCIONES KAU PHA KEN,Bajo riesgo con internación simple,CALLE JUAN BAUTISTA ALBERDI 1019,-53.7845673,-67.71041379999997
CONSULTORIO MEDICO RAUL MALTEZ,Con atención médica diaria y con especialidades y/o otras profesiones,ESTRADA 719,-53.78456139999999,-67.70513699999998
CONSULTORIO ODONTOLOGICO ROMERO BERNARDO,Con atención médica diaria y con especialidades y/o otras profesiones,ESTRADA 719,-53.78456139999999,-67.70513699999998
OPTICA 10,Óptica,Bernardo Rivadavia 454,-53.7844966,-67.69730229999999
GABINETE DE PSICOLOGIA ANABEL PEÑALOZA,Centro de salud mental,ALBERDI 1059,-53.7842984,-67.71096319999998
CONSULTORIO MEDICO FAPESA,Con atención médica diaria y con especialidades y/o otras profesiones,Islas Malvinas 1180,-53.7838542,-67.71971200000002
GABINETE DE KINESIOLOGIA DANIELA SALDIVIA,Centro Rehabilitación motora,MOYANO 1280,-53.7837314,-67.71490599999998
CONSULTORIO MEDICO ALICIA OLLER,Con atención médica diaria y con especialidades y/o otras profesiones,MOYANO 1280,-53.7837314,-67.71490599999998
OPTICA LOPEZ 1 (SAN MARTIN),Óptica,Avenida San Martín 891,-53.7836121,-67.70593689999998
CONSULTORIO ODONTOLOGICO PEÑA ROMERO AMERICO,Con atención médica diaria y con especialidades y/o otras profesiones,9 DE JULIO 831 OF.4,-53.783561,-67.708483
CONSULTORIO ODONTOLOGICO PEREZ MARIA BETTY,Con atención médica diaria y con especialidades y/o otras profesiones,25 DE MAYO 770,-53.783561,-67.708483
GABINETES KINESIOLOGICO FRANCO ROSSI BONGIORNO,Centro Rehabilitación motora,MIGUEL CANE 28,-53.7834862,-67.69323910000003
GABINETE DE KINESIOLOGIA WALTER SARA,Centro Rehabilitación motora,OBLIGADO 1495,-53.7832178,-67.71873449999998
HOSPITAL REGIONAL NUESTRA SEÑORA DE LA CANDELARIA.,Alto riesgo con terapia intensiva,FLORENTINO AMEGHINO 709,-53.7828964,-67.69735760000003
CONSULTORIO ODONTOLOGICO MARSAL ELENA,Con atención médica diaria y con especialidades y/o otras profesiones,PIEDRABUENA 446,-53.7828583,-67.7002632
CENTRO MEDICO CEDYT,Con atención médica diaria y con especialidades y/o otras profesiones,LASSERRE 744,-53.78284499999999,-67.7014427
LABORATORIO DE ANALISIS CLINICOS (SALVA),Laboratorio de Análisis Clínicos,Almirante Guillermo Brown 893,-53.7827292,-67.71387440000001
CONSULTORIO ODONTOLOGICO TITON SANDRA,Con atención médica diaria y con especialidades y/o otras profesiones,MACKINLAY 667,-53.7826995,-67.69924750000001
DEPARTAMENTO SANIDAD - DESTACAMENTO NAVAL RIO GRANDE (TDF),Con atención médica general por lo menos 3 días de la semana,J. B. Thorne 550,-53.7823042,-67.70424109999999
GABINETE DE PSICOLOGIA GISELA LANGHI,Centro de salud mental,ESTRADA 433,-53.782037,-67.70147800000001
CONSULTORIO ODONTOLOGICO CASTRO GRAÑA ANA LAURA,Con atención médica diaria y con especialidades y/o otras profesiones,ESTRADA 433,-53.7819889,-67.7012812
CONSULTORIO ODONTOLOGICO COCCARO MARIA SOLEDAD,Con atención médica diaria y con especialidades y/o otras profesiones,COMODORO LUIS PY  906,-53.78108349999999,-67.6976458
CONSULTORIOS MEDICOS TECNOMIL,Con atención médica diaria y con especialidades y/o otras profesiones,RUTA NACIONAL Nº 3 KM 2796,-53.7796171,-67.7135116
CONSULTORIO ODONTOLOGICO QUINTERO IVAN RODOLFO,Con atención médica diaria y con especialidades y/o otras profesiones,BUENOS AIRES 435,-53.7745615,-67.7086549
CONSULTORIO ODONTOLOGICO SCATTONE MARIA DEL CARMEN,Con atención médica diaria y con especialidades y/o otras profesiones,JUAN VISIC 1913,-53.7744823,-67.73153030000003
GABINETE KINESIOLOGICO ARIEL ALBERTO ALFONSO,Centro Rehabilitación motora,CORDOBA 227,-53.7741388,-67.71559049999996
LABORATORIO DE ANALISIS CLINICO (CAROSSIO),Laboratorio de Análisis Clínicos,POSADAS 407,-53.7735132,-67.71445560000001
GABINETE DE KINESIOLOGIA VAZQUEZ Y ZAPATIELO,Centro Rehabilitación motora,BUENOS AIRES 588,-53.7733072,-67.70683099999997
CONSULTORIOS ODONTOLOGICOS GORDILLO KARINA Y MARIO,Con atención médica diaria y con especialidades y/o otras profesiones,ENTRE RIOS 515,-53.77319130000001,-67.7090685
CENTRO DE SALUD N°5 RIO GRANDE - DR. RAMON CARRILLO,Con atención médica diaria y con especialidades y/o otras profesiones,AV. SAN MARTIN 2488,-53.7731721,-67.7270059
LABORATORIO DE ANALISIS CLINICOS BERTHA MARUSIA URQUIZO CERECEDA,Otros,PERU 209,-53.7731357,-67.72061289999999
MEGA NUTRICION SPA,Otros,VIEDMA 240,-53.77305639999999,-67.7098368
CENTRO MEDICO PRIVADO DR. MIRANDA,Con atención médica diaria y con especialidades y/o otras profesiones,PERU 209,-53.7723853,-67.7192364
CENTRO MEDICO PELLEGRINI,Con atención médica general por lo menos 3 días de la semana,CARLOS PELLEGRINI 104,-53.77226020000001,-67.72238060000001
GABINETE DE PSICOLOGIA PAOLA CIELO LOPEZ,Centro de salud mental,USHUAIA 275,-53.77198629999999,-67.7091001
GABINETE DE PSICOLOGIA NORBERTO MONZANI,Centro de salud mental,VIEDMA 474,-53.7715817,-67.71269699999999
CENTRO DE SALUD N°4 RIO GRANDE - ZULLY BALVERDI,Con atención médica diaria y con especialidades y/o otras profesiones,JUAN VISIC 3077,-53.7710643,-67.73814370000002
CONSULTORIO ODONTOLOGICO  CHAPITEL LUIS ALBERTO,Con atención médica diaria y con especialidades y/o otras profesiones,COSTA RICA 743,-53.7710014,-67.70929469999999
CONSULTORIO MEDICO RAUSCH RAUL GERONIMO,Con atención médica diaria y con especialidades y/o otras profesiones,TALCAHUANO 24,-53.7709726,-67.70504030000001
ESCUADRON 62 RIO GRANDE- GNA-,Otros,20 de Junio 155,-53.7709528,-67.70511199999999
CENTRO MEDICO VIEDMA,Con atención médica diaria y con especialidades y/o otras profesiones,VIEDMA 617,-53.7706436,-67.71452569999997
GABINETE DE PSICOLOGIA RUBEN OSCAR GUTIERREZ,Centro de salud mental,SANTA CRUZ 737,-53.7705413,-67.7076209
CONSULTORIO ODONTOLOGICO FRANCHI ROSANA MONICA,Con atención médica diaria y con especialidades y/o otras profesiones,VENEZUELA 451,-53.7705249,-67.7188631
CONSULTORIO ODONTOLOGICO GALINOSKI MARCELA ANAHI,Con atención médica diaria y con especialidades y/o otras profesiones,CORDOBA 674,-53.7705166,-67.70990080000001
CENTRO MEDICO MEDICI,Con atención médica diaria y con especialidades y/o otras profesiones,Calle Jorge Luis Borges 372,-53.77020659999999,-67.70881989999998
CLINICA DEL SANATORIO FUEGUINO DE DIAGNOSTICO Y TRATAMIENTO,Alto riesgo con terapia intensiva,CORDOBA 784,-53.7699361,-67.70917170000001
OPTICA X-VISION,Óptica,Calle Jorge Luis Borges 411,-53.769903,-67.70924000000002
GABINETE DE PSICOLOGIA ROMINA MARIEL SALDAÑA,Centro de salud mental,VIEDMA 786,-53.7695213,-67.71676000000002
LABORATORIO DE PROTESIS DENTAL SABRINA NATALIA ROBLEDO COLINO,Otros,JORGE LUIS BORGES 443,-53.769467,-67.70946640000001
CONSULTORIO ODONTOLOGICO AVALOS SANTOS RAFAEL,Con atención médica diaria y con especialidades y/o otras profesiones,Calle Jorge Luis Borges 447,-53.7694389,-67.70952139999997
CONSULTORIO MEDICO CARLOS ROBERTO VELIZ,Con atención médica diaria y con especialidades y/o otras profesiones,JORGE LUIS BORGES 447,-53.7694389,-67.7095214
CONSULTORIO ODONTOLOGICO TORRES SOTELO CRISTIAN GABRIEL,Con atención médica diaria y con especialidades y/o otras profesiones,PREFECTURA NAVAL 482,-53.7692638,-67.72464660000003
GABINETE DE FONOAUDIOLOGIA Y PSICOLOGIA GIORGIUTTI MARIA GABRIELA,Con atención médica diaria y con especialidades y/o otras profesiones,LIMA 697,-53.7691534,-67.71196850000001
GABINETE DE KINESIOLOGIA MARIA IVANA LORENZ,Centro Rehabilitación motora,VENEZUELA 537,-53.76913159999999,-67.71647389999998
GABINETE DE PSICOLOGIA RENATA VANONI,Centro de salud mental,URUGUAY 725,-53.7687039,-67.71419930000002
"GABINETES DE PSICOLOGIA, FONOAUDIOLOGIA Y PSICOPEDAGOGIA LORENA BOSCHETTI",Centro educativo terapéutico,VIEDMA 194,-53.7686819,-67.71822739999999
CONSULTORIO MEDICO CONSTANZA CAMARGO,Con atención médica diaria y con especialidades y/o otras profesiones,PELLEGRINI 612,-53.7683466,-67.71534529999997
CONSULTORIO MEDICO GIANOTTI MARIO HECTOR,Con atención médica diaria y con especialidades y/o otras profesiones,LURO CAMBACERES 1274,-53.768302,-67.73160140000005
CONSULTORIO MEDICO VACCARO MARIA ESMERALDA,Con atención médica diaria y con especialidades y/o otras profesiones,URUGUAY 796,-53.7682314,-67.71512259999997
CONSULTORIO ODONTOLOGICO CARDENAS MARIA ANGELICA,Con atención médica diaria y con especialidades y/o otras profesiones,URUGUAY 796,-53.7682314,-67.71512259999997
GABINETES DE KINESIOLOGIA CARLOS ALBERTO RIVAROLA,Centro Rehabilitación motora,MARCELO T DE ALVEAR 773,-53.7679647,-67.71421240000001
CONSULTORIO MEDICO RIVAROLA MARIA LUISIANA,Con atención médica diaria y con especialidades y/o otras profesiones,MARCELO T DE ALVEAR 773,-53.7679647,-67.71421240000001
LABORATORIO DE ANALISIS CLINICO MUNICIPAL,Laboratorio de Análisis Clínicos,ANADON 747,-53.76693100000001,-67.72120210000003
CONSULTORIO ODONTOLOGICO CLEMENTI JORGE,Con atención médica diaria y con especialidades y/o otras profesiones,EVA PERON 182,-53.7668178,-67.71738249999999
CONSULTORIO ODONTOLOGICO DEL POPOLO BIBIANA DANIELA,Con atención médica diaria y con especialidades y/o otras profesiones,PELLEGRINI 784,-53.7667209,-67.7143403
CENTRO DE SALUD NATALIA VANESA MARTIN,Otros,PELLEGRINI 904,-53.7666522,-67.7139311
CENTRO DE ATENCION MUNICIPAL Nº 1 ALBERTO FERRER,Con atención médica diaria y con especialidades y/o otras profesiones,LUISA ROSSO 779,-53.7664379,-67.7226071
ABC VENTA DE EQUIPAMIENTOS Y PRODUCTOS MEDICOS Y DE LABORATORIO,Otros,Aeroposta Argentina 1223,-53.7664285,-67.73020079999998
CLINICA DE ESPECIALIDADES MEDICAS PRIVADA (CEMEP),Alto riesgo con terapia intensiva,20 de Junio 815,-53.766114,-67.71223900000001
CONSULTORIOS ODONTOLOGICOS MENENDEZ DIEGO- VERGARA DANIELA,Con atención médica diaria y con especialidades y/o otras profesiones,20 DE JUNIO 763,-53.76604270000001,-67.71098610000001
CENTRO IMAGENES DEL SUR CIM,Diagnostico por Imágenes,VENEZUELA 976,-53.7660397,-67.71204109999996
OPTICAS DEL SUR 1,Óptica,CARLOS PELLEGRINI 948,-53.7656167,-67.71272829999998
ORTOPEDIA PEÑARANDA,Ortopedia,Pioneros Fueguinos 871,-53.76412639999999,-67.72554430000002
CONSULTORIOS ODONTOLOGICOS DIAZ DAMIAN,Con atención médica diaria y con especialidades y/o otras profesiones,SANTA ROSA 403,-53.7637574,-67.7190142
GABINETE DE FONOAUDIOLOGIA MONICA OROZ SALDIVIA,Con atención médica diaria y con especialidades y/o otras profesiones,ALFONSINA STORNI 1125,-53.7624735,-67.72712839999997
CONSULTORIO ODONTOLOGICO SALGADO CAROLINA OBDULIA,Con atención médica diaria y con especialidades y/o otras profesiones,ALFONSINA STORNI 1088,-53.7621112,-67.7262977
CONSULTORIO MEDICO LIFETIME,Con atención médica diaria y con especialidades y/o otras profesiones,MARTINIC BEROS 196,-53.760217,-67.72653930000001
CONSULTORIO ODONTOLOGICO GODOY NATALIA,Con atención médica diaria y con especialidades y/o otras profesiones,SANTIAGO OJEDA 196,-53.75841,-67.7254772
PUESTO SANITARIO SAN SEBASTIAN,Sin atención médica en forma periódica (menor a 3 veces por semana),SAN SEBASTIAN,-53.2996970445909,-68.46954345703125
CONSULTORIO MEDICO TOTAL AUSTRAL,Con atención médica diaria y con especialidades y/o otras profesiones,RIO CULLEN Y CAÑADON ALFA,-52.741465,-68.57327600000002
ASOCIACION ANGELES ESPECIALES,Centro Rehabilitación motora,CALLE PINEDA SIN NUMERO CHACRA N° 27,-51.65376831040036,-69.26721096038818
VACUNATORIO BASE AEREA MILITAR RIO GALLEGOS,Vacunatorios,RUTA 3 KM 7 1/2,-51.6478,-69.20920000000001
CENTRO DE MEDICINA NUCLEAR Y RADIOTERAPIA PATAGONIA AUSTRAL,Con atención médica diaria y con especialidades y/o otras profesiones,Avda. Piloto Lero Rivera N° 1291,-51.6473205,-69.2155984
CENTRO DE SALUD DR. PABLO BORELLI,Con atención médica diaria y con especialidades y/o otras profesiones,COSTA RICA Y LA MANCHURIA,-51.645322,-69.22598600000003
GABINETE DE KINESIOLOGIA - SINERGIA,Centro Rehabilitación motora,Estrada 623,-51.643424,-69.21884999999997
CENTRO DE SALUD COMUNITARIO Nº 7 JESUS MISERICORDIOSO,Con atención médica diaria y con especialidades y/o otras profesiones,ARTURO ILLIA Y 13 DE JUNIO,-51.641245,-69.19100000000003
CENTRO DE SALUD Nº 5,Con atención médica general por lo menos 3 días de la semana,Pasaje Ángel Carnota y Pasaje,-51.641137,-69.21814999999998
GABINETE DE ENFERMERIA CENTRO DE JUBILADOS LA AMISTAD,Otros,JARAMILLO 25,-51.640422,-69.22811000000002
HOSPITAL MILITAR RIO GALLEGOS,Bajo riesgo con internación simple,Av. General San Martín 2345,-51.63827645516632,-69.23067927360535
CENTRO DE SALUD MADRE TERESA DE CALCUTA,Con atención médica diaria y con especialidades y/o otras profesiones,BATALLA PUERTO ARGENTINO Y RAMÓN Y CAJAL,-51.637545,-69.19556
GABINETE DE KINESIOLOGIA KINESIS,Centro Rehabilitación motora,Juan Jose Paso 69,-51.6373946,-69.2184603
LABORATORIO PREXA SALUD II,Laboratorio de Análisis Clínicos,Gobernador Gregores 290,-51.63471,-69.212661
CENTRO DE SALUD Nº 3,Con atención médica diaria y con especialidades y/o otras profesiones,ALVEAR 1350,-51.633605,-69.19833
CENTRO DE SALUD DR. RENE FERRADA,Con atención médica diaria y con especialidades y/o otras profesiones,RAMON Y CAJAL ESQUINA POSADAS,-51.632767,-69.20613000000003
C.P.A. - CONSULTORIO MEDICO - DR. LABRIN,Con atención médica general por lo menos 3 días de la semana,Pasaje Leandro Alem 508,-51.6317201,-69.21593589999998
VEDA,Con atención médica diaria y con especialidades y/o otras profesiones,Ramon y Cajal 834,-51.63163249999999,-69.2082463
C.P.A. - CONSULTORIO MEDICO DERMATOLOGICO  (DRA STELLA MARIS MARQUEZ),Con atención médica diaria y con especialidades y/o otras profesiones,Buenos Aires 515,-51.631415,-69.21515999999997
CENTRO DE REHABILITACION MENTAL,Mediano riesgo con internación con cuidados especiales,SANTIAGO DEL ESTERO 555,-51.63069836469035,-69.21309471130371
CENTRO MEDICO ASHER,Con atención médica diaria y con especialidades y/o otras profesiones,Salta 585,-51.63008319999999,-69.21429040000001
CENTRO PREVENTIVO ASISTENCIAL,Con atención médica diaria y con especialidades y/o otras profesiones,RAMON Y CAJAL Nº 545,-51.630005751977535,-69.21257972717285
CONSULTORIO MEDICO DR JAVIER LERENA,Con atención médica diaria y con especialidades y/o otras profesiones,Luciano Carrera 1167,-51.6287627,-69.19794819999998
HOSPITAL REGIONAL RIO GALLEGOS,Alto riesgo con terapia intensiva especializada,JOSÉ INGENIEROS 98,-51.62843401467198,-69.21957492828369
AGRUPACION XVI SANTA CRUZ (GENDARMERIA NACIONAL),Otros,AVENIDA SAN MARTÍN 1306,-51.62807,-69.22275000000002
CENTRO DE SALUD Nº 2,Con atención médica diaria y con especialidades y/o otras profesiones,PASAJE ZUCARINO Y CORRIENTES S/N°,-51.62778299312305,-69.2367947101593
GERIATRICO FALUCHO,Bajo riesgo con internación simple,PASAJE FALUCHO 73,-51.62774053487144,-69.2135238647461
LIGA ARGENTINA DE LUCHA CONTRA EL CANCER - LALCEC,Con atención médica general por lo menos 3 días de la semana,JOSE INGENIEROS 57,-51.6276425,-69.22104819999998
ATI ATENCION TERAPEUTICA INTEGRAL,Con atención médica diaria y con especialidades y/o otras profesiones,TUCUMAN 320,-51.627304,-69.21287000000001
POLICLINICO DEL ATLANTICO SUR,Alto riesgo con terapia intensiva,MAIPÚ 555,-51.62730179727799,-69.2090392112732
LABORATORIOS DE ANALISIS CLINICOS Y BACTERIOLOGICOS - RIO GALLEGOS,Laboratorio de Análisis Clínicos,SALTA 246,-51.6272223,-69.21055000000001
GABINETE DE KINESIOLOGIA - RECUPERATE SALUD,Centro Rehabilitación motora,Santiago del Estero 196,-51.627188573984455,-69.2084276676178
CENTRO DE MEDICINA LABORAL PARA EMPRESAS - MEPEM,Con atención médica diaria y con especialidades y/o otras profesiones,Pje.Torres 670 PB B y Ameghino,-51.627135292336796,-69.23704147338867
UNIDAD DE REHABILITACION DEL NIÑO Y EL ADOLESCENTE - URENID,Con atención médica diaria y con especialidades y/o otras profesiones,RAMON Y CAJAL S/N°,-51.627083,-69.21843999999999
CONSULTORIO MEDICO OFTALMOLOGICO DR. LANGERMAN,Con atención médica diaria y con especialidades y/o otras profesiones,MAIPU 530,-51.627048,-69.20947999999999
GABINETE DE KINESIOLOGIA Y FISIOTERAPIA OGGI,Centro Rehabilitación motora,TUCUMAN 292,-51.626886,-69.21235999999999
GABINETE DE KINESIOLOGIA Y FISIOTERAPIA (DIAZ SILVANA BEATRIZ),Centro Rehabilitación motora,PASAJE ZUNINO 351,-51.6267434,-69.22916839999999
UNIDAD 15 - CARCEL DE RIO GALLEGOS,Con atención médica general por lo menos 3 días de la semana,JULIO ARGENTINO ROCA 154,-51.626682,-69.20449300000001
LABORATORIO DE ANALISIS CLINICOS Y LABORALES,Laboratorio de Análisis Clínicos,Don Bosco 684,-51.62636726008432,-69.20625108694232
CENTRO DE TRATAMIENTO CENTA,Centro de día,Ruta 3 y Juan J. Castelli,-51.62622033677997,-69.24863398075104
SERVICIO DE RAYOS X DR. WOLL,Diagnostico por Imágenes,DON BOSCO ESQUINA SALTA,-51.626089627336995,-69.2089319229126
CENTRO PRIVADO DE RESONANCIA MAGNETICA (DR AVILA ),Con atención médica diaria y con especialidades y/o otras profesiones,Don Bosco 520,-51.626089,-69.20846
GABINETE DE KINESIOLOGIA Y FISIOTERAPIA - RAMON EMILIO FLORES,Centro Rehabilitación motora,BELGRANO 123,-51.62606359999999,-69.21763369999996
GABINETE DE KINESIOLOGIA KINE VITAL,Centro Rehabilitación motora,Juan B. Justo 167,-51.625904,-69.22397999999998
HECTOR TITO MORENO,Con atención médica general por lo menos 3 días de la semana,AVENIDA EVA PERON Y PASAJE MIRANDA,-51.625777,-69.24029999999999
CENTRO MEDICO SEMCO (OSECAC) EMPLEADOS DE COMERCIO,Con atención médica general por lo menos 3 días de la semana,DON BOSCO 465,-51.6256604,-69.20945449999999
CONSULTORIOS DE FONOAUDIOLOGIA- PEDIATRIA-KINESIOLOGIA - AIKEN,Centro Rehabilitación motora,Juan B. Justo 240,-51.62547970000001,-69.22527120000001
CENTRO MEDICO DE TRAUMATOLOGIA Y ORTOPEDIA (DR. BALARINO),Otros,MAIPU 193,-51.624771168435956,-69.21438485383987
GABINETE DE KINESIOLOGIA Y FISIOTERAPIA (POGGIESE ERNESTO),Centro Rehabilitación motora,CHILE 42,-51.624087,-69.21103169999998
LABORATORIO MUNICIPAL,Laboratorio de Análisis Clínicos,Aconcagua 1264,-51.6240061,-69.24639250000001
GABINETE DE ENFERMERIA UNIVERSIDAD NACIONAL DE LA PATAGONIA AUSTRAL U.N.P.A.,Otros,ACONCAGUA 1264,-51.6239469,-69.24644109999997
CONSULTORIO MEDICO - SERVICIO DE RAYOS X (DR. ZALAZAR),Diagnostico por Imágenes,ALCORTA 480,-51.62392939999999,-69.20706280000002
