NOMBRE,LATITUD,LONGITUD
GABINETE DE KINESIOLOGIA  LIC BLANCO ALBERTO,-48.750063,-70.24529999999999
GABINETE  DE KINESIOLOGIA Y FISIATRIA,-48.749673,-70.24606
LABORATORIO DE ANALISIS CLINICOS - PASTEUR,-47.74971900000001,-65.88364690000003
CONSULTORIO MEDICO DESEADO - CMD,-47.749481,-65.89354000000003
LABORATORIO PADRO,-47.74945880000001,-65.8935573
CENTRO DE DIAGNOSTICO Y TRATAMIENTO SH,-47.744839,-65.885602
GABINETE DE KINESIOLOGIA Y FISIOTERAPIA (PUERTO DESEADO),-47.741017,-65.88810000000001
GABINETE DE KINESIOLOGIA Y FISIOTERAPIA.,-46.804931,-67.96197000000001
GABINETE DE KINESIOLOGIA Y FISIOTERAPIA SANAR,-46.802312,-67.95811000000003
OPTICA VALENTE,-46.799605,-67.96044
GABINETE DE KINESIOLOGIA KINESIS,-46.797682,-67.95245999999997
C.P.A. - CONSULTORIO PEDIATRICO - DRA. SALVATIERRA,-46.796038,-67.96086000000003
LABORATORIO DE ANALISIS CLINICOS - BIOQUIMICO SOSA,-46.796005,-67.96005000000002
LABORATORIO DE ANALISIS CLINICOS - PICO TRUNCADO,-46.795488,-67.96066000000002
CENTRO MEDICO DR. ROLLER,-46.7939103,-67.9579741
LABORATORIO DE ANALISIS CLINICOS - BIOQUIMICO MIRANDA,-46.594507,-70.92506000000003
SERVICIO MEDICO PROYECTO MINERO LOMADA DE LEIVA,-46.585224,-70.92662000000001
GABINETE DE KINESIOLOGIA LIC LESLIE,-46.547146,-68.91946000000002
CONSULTORIOS DEL SUR,-46.546631,-68.92558
CONSULTORIO MEDICO INTEGRAL - BIOLASER,-46.541911,-68.93027999999998
GABINETE DE KINESIOLOGIA - LIC. PARISI,-46.539749,-68.93741
MEDICINA INTEGRAL LAS HERAS,-46.5391392,-68.938462
GABINETE DE KINESIOLOGIA - C.I.K.,-46.4549604,-67.52753669999998
DIAVERUM ARGENTINA SA,-46.4521264,-67.50733809999997
LABORATORIO HOSPILAB,-46.447585,-67.51666999999998
GABINETE DE KINESIOLOGIA - SER,-46.447294,-67.53159
CONSULTORIOS MEDICOS - E.M.C.O.,-46.4464908,-67.52134239999998
CENTRO PRIVADO DE RADIOLOGIA,-46.4464185,-67.52036149999998
SER SALUD S.R.L.,-46.446129,-67.52711
CONSULTORIO OFTALMOLOGICO - DR. CARDENAS,-46.44467066917022,-67.50859916210175
LABORATORIO DE ANALISIS CLINICOS - SANCHEZ GLORIA,-46.443675,-67.51390000000004
LABORATORIO SER SALUD,-46.44338,-67.5498
GABINETE DE KINISIOLOGIA Y FISIOTERAPIA - THERAPY,-46.443251,-67.51515999999998
LABORATORIO BIOQUIMICOS BIOCEL,-46.442741,-67.51375000000002
OPTICA TRUNCADO,-46.442552,-67.52508519999998
CENTRO MEDICO SANTA CRUZ,-46.4425198,-67.51145250000002
GABINETE DE KINESIOLOGIA - LIC.PRODROMO,-46.441661,-67.51449000000002
LABORATORIO DE ANALISIS CLINICOS - CAISUTTI,-46.441296,-67.51598000000001
LABORATORIO PATAGONICO,-46.440952,-67.51954999999998
CLINICA CRUZ DEL SUR,-46.44084385982237,-67.51338958740234
GABINETE DE KINESIOLOGIA - FYK TERAPIA,-46.4407486,-67.51301439999997
CONSULTORIO MEDICO - SAN LUCAS,-46.440511,-67.51716999999996
LABORATORIO DE ANALISIS CLINICOS  LABIC SRL,-46.440511,-67.51716999999996
CONSULTORIO MEDICO AUSTRAL,-46.440173,-67.51391000000001
CONSULTORIO MEDICO - DRA. PAULON,-46.4400129,-67.51628749999998
CENTRO DE ESTUDIOS MEDICOS,-46.43884,-67.516528
HOSPITAL PRIVADO MEPRISA S.A.,-46.438714555140194,-67.53040552139282
GABINETE DE FONOAUDIOLOGIA LIC. DURAN,-46.437926,-67.53023999999999
GABINETE DE KINESIOLOGIA - MG KINESIOLOGIA INTEGRAL Y DEPORTIVA,-46.4373182,-67.51847800000002
CONSULTORIOS MEDICOS - OSDIPP,-46.436947,-67.51932999999997
GABINETE DE KINESIOLOGIA - CRINE,-46.432646,-67.52964400000002
KINETICS SALUD Y DEPORTE - SEDE RADA TILLY,-45.9319926867396,-67.55794620230826
NIKAT CENTRO DE SALUD,-45.931459315480026,-67.55847949027378
CEMIRT,-45.92924072325797,-67.55998900376763
OPTICA RADA TILLY,-45.92786659999999,-67.56088640000002
PLUS CLINICA DE SALUD,-45.92609099162976,-67.56134331726159
DECO OPTICA RADA TILLY,-45.925429250109026,-67.5547301614388
REMANSO,-45.9243983,-67.55400959999997
CONSULTORIO DE DERMATOLOGIA DRA VERA,-45.92327338083611,-67.56048523260354
DIAGNOSTICO DIGITAL SRL - RADA TILLY,-45.920302734403734,-67.55600645997957
C.E.K. RADA TILLY,-45.9182917,-67.54862809999997
T.O. CONSULTORIOS,-45.917065218539314,-67.56957953260397
MEDICINA LABORAL Y ENFERMERIA DLS ARGENTINA,-45.896495168037305,-67.54239063260539
CLINICA PSIQUIATRICA ANASTROFE,-45.89000815866183,-67.763671875
OPTICA BRERA,-45.8834156411133,-67.5252878316075
SALA DE EXTRACCION EMEC,-45.88223829140486,-67.52087442883541
EMPATYA 2,-45.88120849406548,-67.51550984610023
OPTICA LENT-SUR,-45.8812078190039,-67.5177889107434
CEKAF,-45.8796115969424,-67.51958166144209
DENTALMED,-45.87892198791837,-67.53714100341193
CENTRO ODONTOLOGICO PATAGONICO,-45.8788202,-67.51831729999998
KINESIOLOGIA ROCA,-45.8785114,-67.51904330000002
CONSULTORIOS INTEGRALES CANADA,-45.87837881803371,-67.52686365903678
PATAGONIA SALUD -P.S.M.T.-  (MEDICINA DEL TRABAJO),-45.878305074842714,-67.51792287817807
CONSULTORIO MEDICO Y LABORATORIO DE HEMATOLOGIA,-45.87817884440093,-67.52509760852263
TERAPI-ANDO,-45.87715723626017,-67.51748240377142
CONSULTORIOS GPS,-45.87690491307665,-67.52098579027765
INSTITUTO DE MICROCIRUGIA OCULAR DE LA PATAGONIA,-45.876897893223614,-67.50880395324151
CONSULTORIOS ODONTOLOGICOS DEL SUR,-45.876407,-67.51616680000001
INSTITUTO DE OJOS,-45.876161,-67.51419269999997
CONSULTORIOS GABRIELA CORTADA - MARIA CASTRILO,-45.8760689,-67.51649680000003
SENTIDOS CAIP Y CICI ORGANIZACION TERAPEUTICA,-45.8752773,-67.52695919999996
MAHATU CONSULTORIOS,-45.875153047440655,-67.52994661726522
CEMIN  - CENTRO MEDICO INTEGRAL,-45.87471224890478,-67.532958984375
CONSULTORIO ODONTOLOGICO ROCA,-45.87455753077303,-67.51931208650629
LABORATORIO DE ANALISIS CLINICOS BIOQUIMICA ROCA S.R.L,-45.8736653,-67.52257420000001
BIO MEDICINA ROCA,-45.8736053,-67.52278899999999
CONSULTORIOS 13 Y 14 ODONTOLOGIA - BIOMEDICINA ROCA,-45.873523343278556,-67.52253128842992
CENTRO DE REHABILITACION NEUROPEDIATRICA - PILARES,-45.8733971866404,-67.49820721151082
CETAI,-45.873203836425816,-67.51813491349166
MI ESPACIO PSI,-45.873196296571884,-67.50031115767086
CENTRO TERAPEUTICO SONRISAS,-45.87318196194805,-67.52222211726536
CENTRO PUEYRREDON MT,-45.8730597,-67.51714429999998
SOLANAS CENTRO DE SALUD,-45.87247070858601,-67.51980734463997
COSULTORIO LIC BALDOVINO MARIANO,-45.8722113,-67.4986558
CONSULTORIO ODONTOLOGICO IR,-45.872109229477495,-67.50014074794899
URGENCIAS S.R.L.,-45.871764613855966,-67.52015447607846
ATENA,-45.871536652921314,-67.53356904232913
KERET,-45.87067934679089,-67.50785664794904
RESIDENCIA PARA ADULTOS MAYORES FLORECER,-45.87063610616871,-67.49919307642921
ODONTOLOGIA OYA,-45.87054999974454,-67.52501855581974
EG CONSULTORIOS,-45.87039555411907,-67.53077744574021
CAZ ODONTOLOGIA,-45.8700236,-67.48865699999999
CENTRO DE SALUD S.P.G.P.CH,-45.869955,-67.5184428
CONSULTORIO ACUARIUM PILETAS Y FITNES SRL,-45.869494303406114,-67.52859748826697
EIFAN  - CENTRO DE ATENCION ESPECIALIZADA,-45.8693994,-67.49729660000003
BRISA SERVICIOS Y GESTION SA,-45.86900801368175,-67.49535080377198
CENTRO DE ESTUDIOS MEDICOS PENTA,-45.869000543180704,-67.49538299011931
DENTAL DESIGN CR,-45.8689744253409,-67.49534007116456
COLLOQUIUM,-45.86882689999999,-67.49890060000001
ALTAMIRA INSTITUTO MEDICO,-45.8681634,-67.49426089999997
GENERIS LAB,-45.868047099904985,-67.49452825959492
FISIO SUR CR,-45.868034488039044,-67.49865826108494
CIBAC SALA DE EXTRACCION,-45.86799566401197,-67.49460784417717
CENTRO DE APLICACIONES BIONUCLEARES CABIN,-45.86790690453422,-67.48636364936829
LABORATORIO REGIONAL DE INVESTIGACION FORENSE,-45.86781879999999,-67.4976595
FUNDACION CRECER,-45.8670274,-67.4867524
VOLAR SIN ESCALAS,-45.86673318038038,-67.50058491838068
KINESIOLOGIA PEDIATRICA,-45.86638920607118,-67.49210347116458
ODONTOSUR CR,-45.86630462484454,-67.48424143224891
TENSEGRE REHABILITACION FUNCIONAL,-45.8656705,-67.49653360000002
FONSECA MEDICINA ESTETICA,-45.86563665220445,-67.48781147493679
CEPAT SRL,-45.8654657,-67.4921148
LABORATORIO DR RABOW,-45.865361446583194,-67.48591015998205
INSTITUTO PATAGONICO DE REHABILITACION ORAL,-45.86519300064811,-67.48398470874235
CENTRO PEDIATRICO DEL SUR,-45.8651776,-67.48778770000001
CENTRO DE DIAGNOSTICO CLINICA DEL VALLE,-45.86482144097207,-67.48884201049805
GO MEDICINA,-45.86478870783199,-67.4935414595951
DIAGNOS CENTRO MEDICO Y BIOQUIMICO,-45.86466616279255,-67.4863014324476
CEMPENTA,-45.86456769999999,-67.48642000000001
OSECAC (COMODORO RIVADAVIA),-45.86449719569171,-67.48307561865658
IMMER,-45.86425644849459,-67.4888659902786
DENTA,-45.86425344423633,-67.48878684623398
KINEMARCR - CENTRO DE REHABILITACION,-45.86420573498508,-67.49497641710342
CLINICA DEL VALLE ( COMODORO RIVADAVIA),-45.8641714,-67.49417360000001
CEDIG CENTRO DE ESTUDIOS DIGESTIVOS,-45.86409226035466,-67.49452400214068
MARINA A.MATIAS ODONTOLOGIA,-45.8640135,-67.49742409999999
NEPHRON HEMODIALISIS SA  SERVICIO DE HEMODIALISIS,-45.86391682577103,-67.49443161590666
LABORATORIO DE ANALISIS CLINICOS (STROBL),-45.863760539843824,-67.4877963065228
GES GASTROENTEROLOGIA Y ENDOSCOPIA DEL SUR,-45.86368149469626,-67.4919524
CONSULTORIOS AMEGHINO,-45.86351195346676,-67.49622991349369
KINED,-45.8634887,-67.49716219999999
INSAT  - LABORATORIO DE ANATOMIA PATOLOGICA,-45.8634764,-67.48514319999998
LABORATORIO DE HISTOPATOLOGIA Y CITOLOGIA,-45.86346467948163,-67.48685216894955
ODONTOLOGIA INTEGRAL,-45.86346467948163,-67.4947485922894
PRADHANA,-45.8634533,-67.4916814
ODONTOLOGIA DEL PLATA,-45.863383491641954,-67.49461984625668
CENTRO MEDICO INFANTIL RADA TILLY,-45.86334979999999,-67.48458010000002
ROS REHABILITACION ORAL Y SALUD,-45.86329270921945,-67.49206934232912
VITTA ODONTOLOGIA,-45.863202937800914,-67.49706397116456
CLINICA DENTAL DEL SUR,-45.8631661,-67.4936439
SCARAFIA ODONTOLOGIA LASER,-45.8631554018832,-67.48584383260777
ODONTOLOGIA INTEGRAL TAMIETTI,-45.86313966042438,-67.49469870341302
CONSULTORIOS PARA LA SALUD MENTAL MENT SAN,-45.86313573167793,-67.49443555923246
CENTRO PSICOANALITICO VINCULAR,-45.8630687020465,-67.49234533301205
CONSULTORIO RSB,-45.86290195876196,-67.49706610377238
ANEXO ASOCIACION ESPAÑOLA DE SOCORROS MUTUOS,-45.8625319,-67.48687869999998
RED DIALMED SEDE COMODORO DP,-45.86242616639422,-67.48514342303679
UNELEN RECUPERACION,-45.86238444346305,-67.49491678826745
KIN SPORT,-45.8621272,-67.48355500000002
CENTRO MEDICO DEL CORAZON,-45.8621249,-67.49679079999999
CENTRO DE LA VISION,-45.8621199,-67.47938499999998
KINESIS,-45.8621121,-67.48588860000001
SINDICATO DE CAMIONEROS,-45.8620482,-67.49312179999998
FKT REHABILITACION,-45.8618994993518,-67.49828893224922
CONSULTORIO ODONTOLOGICO FERREIRA,-45.86187227867336,-67.47821193114673
LITIASIS CENTRO CHUBUT,-45.86180304941253,-67.4895029068648
LABORATORIO ALFA SH,-45.8616513,-67.4877989
NDA NUTRICION EN ACCION,-45.86149426958072,-67.48778208843079
CONSULTORIOS CORI,-45.861484513009515,-67.48914614794971
SANATORIO ASOCIACION ESPAÑOLA DE SOCORROS MUTUOS SA,-45.861369702518544,-67.48303270331235
KINETICS CENTRO DE SALUD,-45.861327554579454,-67.4874666326079
CONSULTORIOS LASER FENIX,-45.8610689,-67.47935669999998
CLINICA OFTALMOLOGICA SANTA ISABEL,-45.8610611,-67.49635740000002
CENTRO CATAMARQUEÑO,-45.86100807923929,-67.4868593217252
LABORATORIO  CIBAC,-45.8609868,-67.4868715
CONSULTORIO ODONTOLOGICO MARTIN GASKA,-45.86085913354878,-67.48682584232789
CONSULTORIO MEDICO GIANNONI,-45.86084042563394,-67.48680438843084
CONSULTORIO PRIVAO DE NUTRICION LIC FERNANDEZ,-45.86082924715773,-67.48680438465824
PHOENIX SALUD,-45.86082892561046,-67.49190878754075
CONSULTORIO N° 10 FRANCO KOZLWISKI,-45.860814303956175,-67.4868687576721
CONSULTORIO MEDICO MEDRANO,-45.86081053923283,-67.48684730377258
CONSULTORIO LEVY ERNESTO,-45.86080683235389,-67.48685802883543
CONSULTORIO MEDICO DELLA MEA GONZALEZ,-45.8607993607506,-67.48683657116393
ESPACIO LASER,-45.86078441754102,-67.48677219815195
OPTICA VISION,-45.86075328226083,-67.4797200479497
CONSULTORIO DE PSICOLOGIA SCHAUMANN,-45.86056991020113,-67.49062377678521
HOGAR DEL NUEVO SOL,-45.860347317671845,-67.50469162883542
CENTRO ODONTOLOGICO AIRES DEL SUR,-45.860189,-67.49730620000003
PRIMACY SALUD,-45.86003478052279,-67.49513443260805
INSTITUTO ODONTOLOGICO AUSTRAL,-45.85993607335554,-67.4868474
SUUG SERVICIO DE UROLOGIA Y UROGINECOLOGIA,-45.85983629519258,-67.4768385749372
CONSULTORIO ODONTOLOGICO FIGARI PABLO JAVIER,-45.85955419235606,-67.48201437486586
CENTRO DE ESTUDIOS ECOGRAFICOS,-45.8589567,-67.48793610000001
ANASTROFE (RTE),-45.85710414389145,-67.48205311287394
DOC. SALUD CONSULTORIOS MEDICOS,-45.854713020373104,-67.48205311287394
LUZ DEL SUR,-45.854234783484706,-67.48136640378215
ANAKAINOSIS,-45.84272354260542,-67.51696323059677
CENTRO MEDICO ATLANTICO,-45.83729576656977,-67.4761230134937
EKILIBRIUM CENTRO DE REHABILITACION,-45.8353596958532,-67.479142917268
POSITIVO REHABILITACION KINESIOLOGIA KM3,-45.83400454238744,-67.47766928843274
INSPIRA KINESIS,-45.832717489819785,-67.47801214610364
CONSULTORIOS ODONTOLOGICOS PREVSAL SRL,-45.83235638737103,-67.47899183445806
SALUD ODONTOLOGICA DIAZ - DE GIUSTI,-45.8308015342131,-67.47513503261007
LOS ALTOS,-45.83058850674349,-67.48359724610383
CORPORE KINESIOLOGIA,-45.82879925192133,-67.412109375
ALPHA DENTAL CRD,-45.81894035836419,-67.50370476128685
CONSULTORIOS MEDICOS Y VACUNATORIO ISSYS,-45.816549454844434,-67.72851549088955
CONSULTORIOS ISSYS DE KM 5,-45.81417785376005,-67.45533445576977
INSTITUTO ALTAMIRA - SEDE KM 5,-45.813156057113986,-67.45574251911766
CONSULTORIOS CE,-45.81029167162036,-67.45847412698738
CONSULTORIO ODONTOLOGICO INTEGRAL NORTE,-45.808892422013415,-67.45749123114913
SERVICIO MEDICO LABORAL PCR COMODORO,-45.80702626614113,-67.43952873119603
CENTRO MEDICO DEL SALVADOR,-45.7984,-67.42446000000001
CEKYR,-45.7958242,-67.43677709999997
CENTRO ODONTOLOGICO PALAZZO,-45.7946181638031,-67.48978464574542
ALUEN,-45.79404205988203,-67.46465718827233
RED EMESA,-45.77576839740552,-67.67720711808889
CEODES SRL,-45.73072470232863,-67.69335937919095
CENTRO DE ESTUDIOS DE OSTEOPOROSIS,-45.64476821775192,-67.587890625
INSTITUTO PATAGONICO DE OFTALMOLOGIA,-45.64476821775192,-67.412109375
LACBA LABORATORIO Y CONSULTORIOS,-45.64476821775192,-67.587890625
LABORATORIO LOS SAUCES DIAGNOSTICO Y TRATAMIENTO,-45.592847343205776,-69.07013225961441
LOS SAUCES DIAGNOSTICO Y TRATAMIENTO,-45.592847343205776,-69.07014298844983
EQUILIBRIO,-45.592840058219004,-69.06977601728534
CONSULTORIO DE KINESIOLOGIA Y FISIOTERAPIA,-45.59,-69.07299999999998
CONSULTORIOS ODONTOLOGICOS BALTUSKA,-45.58932938732294,-69.06535793226764
CONSULTORIOS MEDICOS DR CESAR NAVARRO,-45.588447491879016,-69.06912295582282
CENTRO ODONTOLOGICO INTEGRAL PRIVADO,-45.58790838295086,-69.07093840194392
CLINICA DEL VALLE SEDE SARMIENTO,-45.58737740603764,-69.06728599029827
CONSULTORIO NEYEN,-45.583931808190634,-69.06020204059368
CLINICA ANAKAINOSIS,-45.58328975600631,-67.8515625
SERVICIO DE TRASLADOS CENTRO MEDICO DEL SUR,-45.58328975600631,-69.06198120326735
CONSULTORIOS SAN MIGUEL,-45.581517864779926,-69.07289477116456
CENTRO DE KINESIOLOGIA Y FISIOTERAPIA COOPSAR,-45.57944511437785,-69.06005859375
CLINICA PUEYRREDON S A,-45.52174389699363,-67.939453125
CONSULTORIO DASU,-45.52174389699363,-67.587890625
BIOSALUD,-45.46013063792099,-67.8515625
ARCIONI ALTA COMPLEJIDAD ODONTOLOGICA,-45.33670190996811,-67.763671875
CENTRO MEDICO DE BIOESTETICA,-45.33670190996811,-67.412109375
EMEC SRL,-45.33670190996811,-67.236328125
RESONANICA MAGNETICA ABIERTA DR. CARLOS BORELLI,-43.8186748554532,-68.73046875
CLINICA DEL VALLE (TRELEW),-43.45291889355465,-65.390625
CNG DERMATOLOGIA Y ESTETICA,-43.333928707188186,-65.05592723125697
PUNTA LEON,-43.319723686911495,-65.0482415747457
ESPACIOS,-43.3180822,-65.0443424
DAVID PRETO ODONTOLOGIA,-43.31800115446812,65.05126774611665
SAUCOS HOGAR,-43.31475028981983,-65.70667331929202
KINESIOLOGIA Y REHABILITACION INTEGRAL,-43.3110513,-65.05088269999999
CENTRO QUIRON,-43.30953786037128,-65.04983446162147
LIBERI CONSULTORIOS PEDIATRICOS,-43.30881836589905,-65.1031124192925
KINEOS,-43.30591523079518,-65.03924250395099
CENTRO MEDICO DE DIAGNOSTICO Y TRATAMIENTO GAIMAN,-43.305612644887944,-65.70822066162185
PUNTO ANTARTIDA CENTRO MEDICO,-43.305055328697115,-65.10069849009109
CONSULTORIO ODONTOLOGICO ACOSTA BARBERO,-43.30502015661611,-65.10563505255766
VITA LAB,-43.30455193501978,-65.09297801744472
CENTRO MEDICO FRANCISCO MIGUEL FALCON - OSECAC RAWSON,-43.3043596,-65.09878420000001
PROMEDIC,-43.3043554,-65.10408540000003
CENTRO DE REHABILITACION PEDIATRICO INTEGRAL,-43.30429916738432,-65.10437121817803
SALA DE EXTRACCION PROMEDIC,-43.30423755707401,-65.10378917511558
DENTO IMAGEN SH RW,-43.30419323419088,-65.10376884591061
CONSULTORIOS CABOT,-43.3041197,-65.1086296
DIBAC SRL,-43.3040522,-65.10368629999999
CONSULTORIO ODONTOLOGICO MACEDO,-43.30383064136801,-65.10662420242281
CONSULTORIOS ODONTOLOGICOS CERECEDO,-43.30283379999999,-65.10628789999998
COMOR,-43.30241351442553,-65.10207048860941
ARDEC ORTOPEDIA,-43.3023326,-65.10515759999998
LABORATORIO DE ANALISIS CLINICOS(DENTRO DEL INSTITUTO CARDIOVASCULAR RAWSON),-43.301283659358866,-65.10806953278673
ANALISIS CLINICOS SUR,-43.300993,-65.09966059999999
INSTITUTO CARDIOVASCULAR,-43.30097682730853,-65.10909247394011
SERVICIOS MEDICOS TRELEW S.R.L,-43.3005859,-65.10363130000002
MUSICAR,-43.300577793592495,-65.10248481892735
RED DIALMED SEDE COMODORO,-43.29978177502437,-65.10694163278679
CADES,-43.299447215203095,-65.71523666381836
CEHTA CARDIOVASCULAR,-43.2991538,-65.11031330000003
ANALISIS CLINICOS RAWSON,-43.2991096,-65.10295739999998
DIAGNOSTICO POR IMAGENES RONTGEN SRL,-43.2990872,-65.1038659
INSTITUTO CARDIOVASCULAR SA,-43.29907736365169,-65.10381624628052
BELAMED CENTRO DE ESTETICA,-43.298849346694624,-65.10217957511605
CONSULTORIOS ODONTOLOGICOS GANDOLFO - EPELL,-43.29836558717271,-65.09829604232789
SALUD CENTRO MEDICO,-43.2978992,-65.09552559999997
CENTRO MEDICO SALUD,-43.297764286749754,-65.09579753278696
NUTRICION PARA UNA VIDA SALUDABLE,-43.29740611082183,-65.10019111639849
PHYSIO SOLUCIONES BIOMECANICAS,-43.29736512688219,-65.09729813278686
INSTITUTO MEDICO DEL SUR - ADOSTW,-43.2972099,-65.1013241
CEMOD - ONCOLOGIA,-43.2970719,-65.10369070000002
CONSULTORIO ODONTOLOGICO ALEJANDRO MAIZ,-43.29605060609894,-65.11091180242312
CASA HOGAR,-43.29480645089409,-65.11534736162253
C.O.R.E.,-43.2947482387953,-65.08842330379032
LADIAC (LABORATORIO ANALISIS CLINICOS),-43.2934212,-65.11323049999999
PRO-NIC,-43.2917681,-65.11100010000001
CENTRO MEDICO GAIMAN,-43.290261705682155,-65.4893946647644
CONSULTORIOS DEL RIO,-43.2897086,-65.49083659999997
SISALUD,-43.28918955220995,-65.49855945767086
COMIENZOS CENTRO EDUCATIVO TERAPEUTICO,-43.28471911838392,-65.12744665145874
FUNDACION CRECER - CENTRO DE DIA II,-43.27518821857474,-65.31701843125947
SUPRA KINESIOLOGIA Y FISOTERAPIA,-43.274370776696045,-65.30094099045941
THEROS PHYSIS,-43.27361218656699,-65.30211904591252
LOS NONOS,-43.26829003901353,-65.3117698900935
REX DENTALES,-43.2682079,-65.3022982
COSTA SUR DE LAC TRELEW SRL,-43.267713,-65.2946857
CONSULTORIOS MOE,-43.2676964,-65.29880630000002
SALA DE EXTRACCION DE DIBAC SRL,-43.26757129969333,-65.29876340550166
CEDINPAC,-43.26661145976595,-65.2961558191365
LAUMAR SRL,-43.26656812238777,-65.29730006125737
ABUELA GERDA,-43.265296931714694,-65.33913140395366
STAR THERAPY,-43.264387404084275,-65.30109668844817
SERMEC INTERNACION DOMICILIARIA,-43.2641492,-65.30401089999998
ENGRAMA,-43.26347154008913,-65.29435877511843
ESPACIO BA,-43.263190765166335,-65.29549647511844
NICADPI,-43.2623973,-65.2868224
CONSULTORIOS PSICOLOGICOS,-43.26219057182528,-65.3098776340812
TECNICAS Y TERAPIAS MANUALES PELLEGRINI,-43.261765049842715,-65.30673935582283
EVEXIA CONSULTORIOS,-43.26070596780982,-65.29956377474949
AOS ASISTENCIA ODONTOLOGICA DEL SUR,-43.2604818,-65.3015442
CALETA VALDES,-43.25997365856103,-65.2992220886123
PLENA - SALUD INTEGRAL,-43.25987536535805,-65.31844313278953
ODONTOSUR,-43.25888399999999,-65.31500299999999
HABIA UNA VEZ,-43.25776026010951,-65.31139285167109
GGAA,-43.2577461,-65.30933689999999
SEKIN,-43.25771557254359,-65.30075626162505
CARDIAL TRELEW,-43.2577066,-65.31176060000001
LABORATORIO DE ANALISIS CLINICOS SCOZZINA,-43.257319498650276,-65.30949160580228
CONSONANCIAS,-43.257127531831486,-65.28788566589355
CENTRO DE ESPECIALIDADES OFTALMOLOGICAS DR. FERNANDO SUAREZ,-43.25711190451312,-65.30436515808105
LIC.PABLO DECARA,-43.2571018,-65.2788234
LABORATORIO RM,-43.256917852287025,-65.31643980395434
CENTRO DE KINESIOLOGIA Y FISIOTERAPIA GABA,-43.2569153,-65.31782220000002
GENESIS,-43.2569153,-65.31782220000002
ENIGMA CONSULTORIOS,-43.25675150554665,-65.31476769999999
CLINICA SAN PABLO,-43.25673684766904,-65.31681060791016
LIC BLANCO RAUL ADRIAN,-43.25672791916985,-65.31298944232913
EL MILAGRO,-43.2566812,-65.31752069999999
LABORATORIO ANALISIS CLINICOS (MARTINEZ),-43.2566701707185,-65.31675195685239
SERVICIO RADIOLOGIA  Y CONSULTORIOS,-43.25661078615518,-65.31516408911557
LAZOS ADULTOS MAYORES,-43.2565862,-65.30297869999998
LABORATORIO ANATOMIA PATOLOGICA DRA PAOLA CAMBRA,-43.25651806344318,-65.3206729888916
IDECH S.R.L. - CALLE 28 DE JULIO,-43.2565033,-65.31465220000001
LABORATORIO DE ANALISIS CLINICOS SAN MIGUEL,-43.2564785,-65.3174622
SERVICIO DE HEMOTERAPIA AUSTRAL,-43.256473587120304,-65.31712418650834
ICARUS,-43.25642429853432,-65.31042695045471
CENTRO DE CIRUGIA Y MEDICINA ESTETICA,-43.25634147269704,-65.3206729888916
CENTRO DE MEDICINA ESTETICA TRELEW,-43.25623292711046,-65.31715050395432
SANATORIO TRELEW SRL,-43.2562015,-65.31484280000001
ANEXO CONSULTORIOS PEDIATRICOS CLINICA SAN MIGUEL,-43.25617621317404,-65.31717087511883
VITA MEDICINA REPRODUCTIVA,-43.2561624,-65.31486689999997
CONSULTORIOS DE TRAUMATOLOGIA SANATORIO TRELEW,-43.2559605,-65.31296420000001
DIAGNOSTICO POR IMAGEN S.R.L,-43.2558912,-65.31337129999997
CENTRO DE DIAGNOSTICO AUSTRAL,-43.255885147506476,-65.31370997428894
FRANCISCO MIGUEL FALCON  - OSECAC (TRELEW),-43.2558745,-65.3180089
CENTRO DE DIAGNOSTICO,-43.2558528,-65.3134149
MEDIMAG CENTRO DE IMAGENES MEDICAS SRL,-43.255789530511066,-65.31587645581943
NAVIGO CENTRO DE CIRUGIA PLASTICA Y FLEBOLOGIA,-43.25571574981902,-65.30663250395435
CENTRO DE DIAGNOSTICO Y TRATAMIENTO DE ENFERMEDADES DEL SISTEMA NERVIOSO - NEUROCOMP,-43.25570542943639,-65.31693935394287
INSTITUTO MODELO DE OFTALMOLOGIA TRELEW,-43.255678691231175,-65.3028078327898
BIOLAB,-43.2556358,-65.3135661
BIOMEDIC,-43.2555817,-65.3135782
LOS ARCOS,-43.2554941,-65.31574419999998
AXON,-43.2554907,-65.3035147
CENTRO ODONTOLOGICO DR ADRIAN CICCIA,-43.25548664150475,-65.30601739883423
CONSULTORIOS OFTALMOLOGICOS GOÑI,-43.25546527701748,-65.31556714628351
NC CENTRO DE REHABILITACION FISICA Y COGNITIVA,-43.25544805736663,-65.31674591534176
BIOQUIMICA ANALITICA CAPORALINI,-43.2554449,-65.31441239999998
NEUROCOMP CENTRO DE REHABILITACION FISICA Y COGNITIVA,-43.25543630767287,-65.31673519046075
CEMILAB - CENTRO MEDICO INTEGRAL LABORAL,-43.2553522490728,-65.30400634628346
LABCIN II,-43.25533662129912,-65.30402780395433
CEMILAB,-43.2553288074108,-65.30400634628343
SARA ENFERMERIA  Y CONSULTORIOS,-43.255302921221634,-65.31678781893044
CLINICA SAN MIGUEL TRELEW,-43.25520534158046,-65.302734375
CONSULTORIOS ODONTOLOGICOS SPINOSO,-43.25481164796297,-65.30206667511904
CITEN - CENTRO DE INTERVENCION TEMPRANA Y ESTRATEGIAS NEUROLOGICAS,-43.2546629,-65.30977619999999
LABORATORIO DE ANALISIS CLINICOS (QUIROZ),-43.2545949,-65.309778
